BatchKeyPath,BatchValueName,NetworkName,NameType,FirstConnectLOCAL,LastConnectedLOCAL,Managed,DNSSuffix,GatewayMacAddress,ProfileGUID
ROOT\Microsoft\Windows NT\CurrentVersion\NetworkList\Profiles\{0A4E7D69-1C3A-4532-9090-329AF9967A78},Multiple,Net 2.4,Wireless,2018-03-27 05:15:58.7110000,2018-04-06 08:26:14.4960000,False,<none>,5C-8F-E0-2A-1C-68,{0A4E7D69-1C3A-4532-9090-329AF9967A78}
